-2.000000,-1.000000,-1.000000
-1.958333,-1.000000,-1.000000
-1.916667,-1.000000,-1.000000
-1.875000,-1.000000,-1.000000
-1.833333,-1.000000,-1.000000
-1.791667,-1.000000,-1.000000
-1.750000,-1.000000,-1.000000
-1.708333,-1.000000,-1.000000
-1.666667,-1.000000,-1.000000
-1.625000,-1.000000,-1.000000
-1.583333,-1.000000,-1.000000
-1.541667,-1.000000,-1.000000
-1.500000,-1.000000,-1.000000
-1.458333,-1.000000,-1.000000
-1.416667,-1.000000,-1.000000
-1.375000,-1.000000,-1.000000
-1.333333,-1.000000,-1.000000
-1.291667,-1.000000,-1.000000
-1.250000,-1.000000,-1.000000
-1.208333,-1.000000,-1.000000
-1.166667,-1.000000,-1.000000
-1.125000,-1.000000,-1.000000
-1.083333,-1.000000,-1.000000
-1.041667,-1.000000,-1.000000
-1.000000,-1.000000,-1.000000
-0.958333,-1.000000,-1.000000
-0.916667,-1.000000,-0.999999
-0.875000,-1.000000,-0.999999
-0.833333,-1.000000,-0.999999
-0.791667,-1.000000,-0.999999
-0.750000,-1.000000,-0.999998
-0.708333,-1.000000,-0.999998
-0.666667,-1.000000,-0.999997
-0.625000,-1.000000,-0.999996
-0.583333,-1.000000,-0.999995
-0.541667,-1.000000,-0.999994
-0.500000,-1.000000,-0.999993
-0.458333,-1.000000,-0.999992
-0.416667,-1.000000,-0.999990
-0.375000,-1.000000,-0.999988
-0.333333,-1.000000,-0.999987
-0.291667,-1.000000,-0.999985
-0.250000,-1.000000,-0.999983
-0.208333,-1.000000,-0.999982
-0.166667,-1.000000,-0.999980
-0.125000,-1.000000,-0.999979
-0.083333,-1.000000,-0.999978
-0.041667,-1.000000,-0.999977
0.000000,-1.000000,-0.999977
0.041667,-1.000000,-0.999977
0.083333,-1.000000,-0.999978
0.125000,-1.000000,-0.999979
0.166667,-1.000000,-0.999980
0.208333,-1.000000,-0.999982
0.250000,-1.000000,-0.999983
0.291667,-1.000000,-0.999985
0.333333,-1.000000,-0.999987
0.375000,-1.000000,-0.999988
0.416667,-1.000000,-0.999990
0.458333,-1.000000,-0.999992
0.500000,-1.000000,-0.999993
0.541667,-1.000000,-0.999994
0.583333,-1.000000,-0.999995
0.625000,-1.000000,-0.999996
0.666667,-1.000000,-0.999997
0.708333,-1.000000,-0.999998
0.750000,-1.000000,-0.999998
0.791667,-1.000000,-0.999999
0.833333,-1.000000,-0.999999
0.875000,-1.000000,-0.999999
0.916667,-1.000000,-0.999999
0.958333,-1.000000,-1.000000
1.000000,-1.000000,-1.000000
1.041667,-1.000000,-1.000000
1.083333,-1.000000,-1.000000
1.125000,-1.000000,-1.000000
1.166667,-1.000000,-1.000000
1.208333,-1.000000,-1.000000
1.250000,-1.000000,-1.000000
1.291667,-1.000000,-1.000000
1.333333,-1.000000,-1.000000
1.375000,-1.000000,-1.000000
1.416667,-1.000000,-1.000000
1.458333,-1.000000,-1.000000
1.500000,-1.000000,-1.000000
1.541667,-1.000000,-1.000000
1.583333,-1.000000,-1.000000
1.625000,-1.000000,-1.000000
1.666667,-1.000000,-1.000000
1.708333,-1.000000,-1.000000
1.750000,-1.000000,-1.000000
1.791667,-1.000000,-1.000000
1.833333,-1.000000,-1.000000
1.875000,-1.000000,-1.000000
1.916667,-1.000000,-1.000000
1.958333,-1.000000,-1.000000
2.000000,-1.000000,-1.000000
-2.000000,-0.937500,-1.000000
-1.958333,-0.937500,-1.000000
-1.916667,-0.937500,-1.000000
-1.875000,-0.937500,-1.000000
-1.833333,-0.937500,-1.000000
-1.791667,-0.937500,-1.000000
-1.750000,-0.937500,-1.000000
-1.708333,-0.937500,-1.000000
-1.666667,-0.937500,-1.000000
-1.625000,-0.937500,-1.000000
-1.583333,-0.937500,-1.000000
-1.541667,-0.937500,-1.000000
-1.500000,-0.937500,-1.000000
-1.458333,-0.937500,-1.000000
-1.416667,-0.937500,-1.000000
-1.375000,-0.937500,-1.000000
-1.333333,-0.937500,-1.000000
-1.291667,-0.937500,-1.000000
-1.250000,-0.937500,-1.000000
-1.208333,-0.937500,-1.000000
-1.166667,-0.937500,-1.000000
-1.125000,-0.937500,-1.000000
-1.083333,-0.937500,-1.000000
-1.041667,-0.937500,-1.000000
-1.000000,-0.937500,-0.999999
-0.958333,-0.937500,-0.999999
-0.916667,-0.937500,-0.999999
-0.875000,-0.937500,-0.999999
-0.833333,-0.937500,-0.999998
-0.791667,-0.937500,-0.999998
-0.750000,-0.937500,-0.999997
-0.708333,-0.937500,-0.999996
-0.666667,-0.937500,-0.999995
-0.625000,-0.937500,-0.999994
-0.583333,-0.937500,-0.999992
-0.541667,-0.937500,-0.999990
-0.500000,-0.937500,-0.999988
-0.458333,-0.937500,-0.999985
-0.416667,-0.937500,-0.999982
-0.375000,-0.937500,-0.999979
-0.333333,-0.937500,-0.999976
-0.291667,-0.937500,-0.999973
-0.250000,-0.937500,-0.999969
-0.208333,-0.937500,-0.999966
-0.166667,-0.937500,-0.999963
-0.125000,-0.937500,-0.999961
-0.083333,-0.937500,-0.999959
-0.041667,-0.937500,-0.999958
0.000000,-0.937500,-0.999958
0.041667,-0.937500,-0.999958
0.083333,-0.937500,-0.999959
0.125000,-0.937500,-0.999961
0.166667,-0.937500,-0.999963
0.208333,-0.937500,-0.999966
0.250000,-0.937500,-0.999969
0.291667,-0.937500,-0.999973
0.333333,-0.937500,-0.999976
0.375000,-0.937500,-0.999979
0.416667,-0.937500,-0.999982
0.458333,-0.937500,-0.999985
0.500000,-0.937500,-0.999988
0.541667,-0.937500,-0.999990
0.583333,-0.937500,-0.999992
0.625000,-0.937500,-0.999994
0.666667,-0.937500,-0.999995
0.708333,-0.937500,-0.999996
0.750000,-0.937500,-0.999997
0.791667,-0.937500,-0.999998
0.833333,-0.937500,-0.999998
0.875000,-0.937500,-0.999999
0.916667,-0.937500,-0.999999
0.958333,-0.937500,-0.999999
1.000000,-0.937500,-0.999999
1.041667,-0.937500,-1.000000
1.083333,-0.937500,-1.000000
1.125000,-0.937500,-1.000000
1.166667,-0.937500,-1.000000
1.208333,-0.937500,-1.000000
1.250000,-0.937500,-1.000000
1.291667,-0.937500,-1.000000
1.333333,-0.937500,-1.000000
1.375000,-0.937500,-1.000000
1.416667,-0.937500,-1.000000
1.458333,-0.937500,-1.000000
1.500000,-0.937500,-1.000000
1.541667,-0.937500,-1.000000
1.583333,-0.937500,-1.000000
1.625000,-0.937500,-1.000000
1.666667,-0.937500,-1.000000
1.708333,-0.937500,-1.000000
1.750000,-0.937500,-1.000000
1.791667,-0.937500,-1.000000
1.833333,-0.937500,-1.000000
1.875000,-0.937500,-1.000000
1.916667,-0.937500,-1.000000
1.958333,-0.937500,-1.000000
2.000000,-0.937500,-1.000000
-2.000000,-0.875000,-1.000000
-1.958333,-0.875000,-1.000000
-1.916667,-0.875000,-1.000000
-1.875000,-0.875000,-1.000000
-1.833333,-0.875000,-1.000000
-1.791667,-0.875000,-1.000000
-1.750000,-0.875000,-1.000000
-1.708333,-0.875000,-1.000000
-1.666667,-0.875000,-1.000000
-1.625000,-0.875000,-1.000000
-1.583333,-0.875000,-1.000000
-1.541667,-0.875000,-1.000000
-1.500000,-0.875000,-1.000000
-1.458333,-0.875000,-1.000000
-1.416667,-0.875000,-1.000000
-1.375000,-0.875000,-1.000000
-1.333333,-0.875000,-1.000000
-1.291667,-0.875000,-1.000000
-1.250000,-0.875000,-1.000000
-1.208333,-0.875000,-1.000000
-1.166667,-0.875000,-1.000000
-1.125000,-0.875000,-1.000000
-1.083333,-0.875000,-1.000000
-1.041667,-0.875000,-0.999999
-1.000000,-0.875000,-0.999999
-0.958333,-0.875000,-0.999999
-0.916667,-0.875000,-0.999998
-0.875000,-0.875000,-0.999998
-0.833333,-0.875000,-0.999997
-0.791667,-0.875000,-0.999996
-0.750000,-0.875000,-0.999995
-0.708333,-0.875000,-0.999994
-0.666667,-0.875000,-0.999992
-0.625000,-0.875000,-0.999989
-0.583333,-0.875000,-0.999986
-0.541667,-0.875000,-0.999983
-0.500000,-0.875000,-0.999979
-0.458333,-0.875000,-0.999974
-0.416667,-0.875000,-0.999969
-0.375000,-0.875000,-0.999963
-0.333333,-0.875000,-0.999957
-0.291667,-0.875000,-0.999951
-0.250000,-0.875000,-0.999944
-0.208333,-0.875000,-0.999938
-0.166667,-0.875000,-0.999932
-0.125000,-0.875000,-0.999928
-0.083333,-0.875000,-0.999924
-0.041667,-0.875000,-0.999922
0.000000,-0.875000,-0.999921
0.041667,-0.875000,-0.999922
0.083333,-0.875000,-0.999924
0.125000,-0.875000,-0.999928
0.166667,-0.875000,-0.999932
0.208333,-0.875000,-0.999938
0.250000,-0.875000,-0.999944
0.291667,-0.875000,-0.999951
0.333333,-0.875000,-0.999957
0.375000,-0.875000,-0.999963
0.416667,-0.875000,-0.999969
0.458333,-0.875000,-0.999974
0.500000,-0.875000,-0.999979
0.541667,-0.875000,-0.999983
0.583333,-0.875000,-0.999986
0.625000,-0.875000,-0.999989
0.666667,-0.875000,-0.999992
0.708333,-0.875000,-0.999994
0.750000,-0.875000,-0.999995
0.791667,-0.875000,-0.999996
0.833333,-0.875000,-0.999997
0.875000,-0.875000,-0.999998
0.916667,-0.875000,-0.999998
0.958333,-0.875000,-0.999999
1.000000,-0.875000,-0.999999
1.041667,-0.875000,-0.999999
1.083333,-0.875000,-1.000000
1.125000,-0.875000,-1.000000
1.166667,-0.875000,-1.000000
1.208333,-0.875000,-1.000000
1.250000,-0.875000,-1.000000
1.291667,-0.875000,-1.000000
1.333333,-0.875000,-1.000000
1.375000,-0.875000,-1.000000
1.416667,-0.875000,-1.000000
1.458333,-0.875000,-1.000000
1.500000,-0.875000,-1.000000
1.541667,-0.875000,-1.000000
1.583333,-0.875000,-1.000000
1.625000,-0.875000,-1.000000
1.666667,-0.875000,-1.000000
1.708333,-0.875000,-1.000000
1.750000,-0.875000,-1.000000
1.791667,-0.875000,-1.000000
1.833333,-0.875000,-1.000000
1.875000,-0.875000,-1.000000
1.916667,-0.875000,-1.000000
1.958333,-0.875000,-1.000000
2.000000,-0.875000,-1.000000
-2.000000,-0.812500,-1.000000
-1.958333,-0.812500,-1.000000
-1.916667,-0.812500,-1.000000
-1.875000,-0.812500,-1.000000
-1.833333,-0.812500,-1.000000
-1.791667,-0.812500,-1.000000
-1.750000,-0.812500,-1.000000
-1.708333,-0.812500,-1.000000
-1.666667,-0.812500,-1.000000
-1.625000,-0.812500,-1.000000
-1.583333,-0.812500,-1.000000
-1.541667,-0.812500,-1.000000
-1.500000,-0.812500,-1.000000
-1.458333,-0.812500,-1.000000
-1.416667,-0.812500,-1.000000
-1.375000,-0.812500,-1.000000
-1.333333,-0.812500,-1.000000
-1.291667,-0.812500,-1.000000
-1.250000,-0.812500,-1.000000
-1.208333,-0.812500,-1.000000
-1.166667,-0.812500,-1.000000
-1.125000,-0.812500,-1.000000
-1.083333,-0.812500,-0.999999
-1.041667,-0.812500,-0.999999
-1.000000,-0.812500,-0.999999
-0.958333,-0.812500,-0.999998
-0.916667,-0.812500,-0.999998
-0.875000,-0.812500,-0.999997
-0.833333,-0.812500,-0.999996
-0.791667,-0.812500,-0.999994
-0.750000,-0.812500,-0.999992
-0.708333,-0.812500,-0.999990
-0.666667,-0.812500,-0.999986
-0.625000,-0.812500,-0.999982
-0.583333,-0.812500,-0.999977
-0.541667,-0.812500,-0.999971
-0.500000,-0.812500,-0.999964
-0.458333,-0.812500,-0.999956
-0.416667,-0.812500,-0.999946
-0.375000,-0.812500,-0.999935
-0.333333,-0.812500,-0.999923
-0.291667,-0.812500,-0.999911
-0.250000,-0.812500,-0.999898
-0.208333,-0.812500,-0.999886
-0.166667,-0.812500,-0.999875
-0.125000,-0.812500,-0.999865
-0.083333,-0.812500,-0.999858
-0.041667,-0.812500,-0.999854
0.000000,-0.812500,-0.999852
0.041667,-0.812500,-0.999854
0.083333,-0.812500,-0.999858
0.125000,-0.812500,-0.999865
0.166667,-0.812500,-0.999875
0.208333,-0.812500,-0.999886
0.250000,-0.812500,-0.999898
0.291667,-0.812500,-0.999911
0.333333,-0.812500,-0.999923
0.375000,-0.812500,-0.999935
0.416667,-0.812500,-0.999946
0.458333,-0.812500,-0.999956
0.500000,-0.812500,-0.999964
0.541667,-0.812500,-0.999971
0.583333,-0.812500,-0.999977
0.625000,-0.812500,-0.999982
0.666667,-0.812500,-0.999986
0.708333,-0.812500,-0.999990
0.750000,-0.812500,-0.999992
0.791667,-0.812500,-0.999994
0.833333,-0.812500,-0.999996
0.875000,-0.812500,-0.999997
0.916667,-0.812500,-0.999998
0.958333,-0.812500,-0.999998
1.000000,-0.812500,-0.999999
1.041667,-0.812500,-0.999999
1.083333,-0.812500,-0.999999
1.125000,-0.812500,-1.000000
1.166667,-0.812500,-1.000000
1.208333,-0.812500,-1.000000
1.250000,-0.812500,-1.000000
1.291667,-0.812500,-1.000000
1.333333,-0.812500,-1.000000
1.375000,-0.812500,-1.000000
1.416667,-0.812500,-1.000000
1.458333,-0.812500,-1.000000
1.500000,-0.812500,-1.000000
1.541667,-0.812500,-1.000000
1.583333,-0.812500,-1.000000
1.625000,-0.812500,-1.000000
1.666667,-0.812500,-1.000000
1.708333,-0.812500,-1.000000
1.750000,-0.812500,-1.000000
1.791667,-0.812500,-1.000000
1.833333,-0.812500,-1.000000
1.875000,-0.812500,-1.000000
1.916667,-0.812500,-1.000000
1.958333,-0.812500,-1.000000
2.000000,-0.812500,-1.000000
-2.000000,-0.750000,-1.000000
-1.958333,-0.750000,-1.000000
-1.916667,-0.750000,-1.000000
-1.875000,-0.750000,-1.000000
-1.833333,-0.750000,-1.000000
-1.791667,-0.750000,-1.000000
-1.750000,-0.750000,-1.000000
-1.708333,-0.750000,-1.000000
-1.666667,-0.750000,-1.000000
-1.625000,-0.750000,-1.000000
-1.583333,-0.750000,-1.000000
-1.541667,-0.750000,-1.000000
-1.500000,-0.750000,-1.000000
-1.458333,-0.750000,-1.000000
-1.416667,-0.750000,-1.000000
-1.375000,-0.750000,-1.000000
-1.333333,-0.750000,-1.000000
-1.291667,-0.750000,-1.000000
-1.250000,-0.750000,-1.000000
-1.208333,-0.750000,-1.000000
-1.166667,-0.750000,-1.000000
-1.125000,-0.750000,-0.999999
-1.083333,-0.750000,-0.999999
-1.041667,-0.750000,-0.999999
-1.000000,-0.750000,-0.999998
-0.958333,-0.750000,-0.999997
-0.916667,-0.750000,-0.999996
-0.875000,-0.750000,-0.999995
-0.833333,-0.750000,-0.999993
-0.791667,-0.750000,-0.999991
-0.750000,-0.750000,-0.999988
-0.708333,-0.750000,-0.999983
-0.666667,-0.750000,-0.999978
-0.625000,-0.750000,-0.999971
-0.583333,-0.750000,-0.999963
-0.541667,-0.750000,-0.999952
-0.500000,-0.750000,-0.999939
-0.458333,-0.750000,-0.999924
-0.416667,-0.750000,-0.999906
-0.375000,-0.750000,-0.999886
-0.333333,-0.750000,-0.999864
-0.291667,-0.750000,-0.999840
-0.250000,-0.750000,-0.999816
-0.208333,-0.750000,-0.999792
-0.166667,-0.750000,-0.999770
